Time,GaugeHeight_m,Flow_m3_s,Source
4/15/2025 23:15,0.602651989,1.136059797,TimeView
4/15/2025 23:30,0.604540297,1.141850574,TimeView
4/15/2025 23:45,0.604540297,1.141850574,TimeView
4/16/2025,0.604540297,1.141850574,TimeView
4/16/2025 0:15,0.604540297,1.141850574,TimeView
4/16/2025 0:30,0.604540297,1.141850574,TimeView
4/16/2025 0:45,0.604540297,1.141850574,TimeView
4/16/2025 1:00,0.604540297,1.141850574,TimeView
4/16/2025 1:15,0.604540297,1.141850574,TimeView
4/16/2025 1:30,0.604540297,1.141850574,TimeView
4/16/2025 1:45,0.604540297,1.141850574,TimeView
4/16/2025 2:00,0.602651989,1.136059797,TimeView
4/16/2025 2:15,0.602651989,1.136059797,TimeView
4/16/2025 2:30,0.602651989,1.136059797,TimeView
4/16/2025 2:45,0.602651989,1.136059797,TimeView
4/16/2025 3:00,0.602651989,1.136059797,TimeView
4/16/2025 3:15,0.602651989,1.136059797,TimeView
4/16/2025 3:30,0.602651989,1.136059797,TimeView
4/16/2025 3:45,0.602651989,1.136059797,TimeView
4/16/2025 4:00,0.602651989,1.136059797,TimeView
4/16/2025 4:15,0.60076368,1.130280352,TimeView
4/16/2025 4:30,0.60076368,1.130280352,TimeView
4/16/2025 4:45,0.60076368,1.130280352,TimeView
4/16/2025 5:00,0.60076368,1.130280352,TimeView
4/16/2025 5:15,0.60076368,1.130280352,TimeView
4/16/2025 5:30,0.598875372,1.124512254,TimeView
4/16/2025 5:45,0.598875372,1.124512254,TimeView
4/16/2025 6:00,0.598875372,1.124512254,TimeView
4/16/2025 6:15,0.597931217,1.121632463,TimeView
4/16/2025 6:30,0.597931217,1.121632463,TimeView
4/16/2025 6:45,0.597931217,1.121632463,TimeView
4/16/2025 7:00,0.596042909,1.115881409,TimeView
4/16/2025 7:15,0.596042909,1.115881409,TimeView
4/16/2025 7:30,0.5941546,1.110141734,TimeView
4/16/2025 7:45,0.592266292,1.104413452,TimeView
4/16/2025 8:00,0.592266292,1.104413452,TimeView
4/16/2025 8:15,0.592266292,1.104413452,TimeView
4/16/2025 8:30,0.591322138,1.101553588,TimeView
4/16/2025 8:45,0.589433829,1.095842421,TimeView
4/16/2025 9:00,0.587545521,1.090142682,TimeView
4/16/2025 9:15,0.587545521,1.090142682,TimeView
4/16/2025 9:30,0.585657212,1.084454383,TimeView
4/16/2025 9:45,0.585657212,1.084454383,TimeView
4/16/2025 10:00,0.585657212,1.084454383,TimeView
4/16/2025 10:15,0.584713058,1.081614529,TimeView
4/16/2025 10:30,0.58282475,1.075943418,TimeView
4/16/2025 10:45,0.58282475,1.075943418,TimeView
4/16/2025 11:00,0.580936441,1.070283782,TimeView
4/16/2025 11:15,0.579048133,1.064635637,TimeView
4/16/2025 11:30,0.579048133,1.064635637,TimeView
4/16/2025 11:45,0.578103978,1.061815877,TimeView
4/16/2025 12:00,0.578103978,1.061815877,TimeView
4/16/2025 12:15,0.57621567,1.056184992,TimeView
4/16/2025 12:30,0.57621567,1.056184992,TimeView
4/16/2025 12:45,0.57621567,1.056184992,TimeView
4/16/2025 13:00,0.572439053,1.04495781,TimeView
4/16/2025 13:15,0.572439053,1.04495781,TimeView
4/16/2025 13:30,0.572439053,1.04495781,TimeView
4/16/2025 13:45,0.571494899,1.042158231,TimeView
4/16/2025 14:00,0.571494899,1.042158231,TimeView
4/16/2025 14:15,0.56960659,1.036567745,TimeView
4/16/2025 14:30,0.565829973,1.025421511,TimeView
4/16/2025 14:45,0.565829973,1.025421511,TimeView
4/16/2025 15:00,0.565829973,1.025421511,TimeView
4/16/2025 15:15,0.564885819,1.0226422,TimeView
4/16/2025 15:30,0.564885819,1.0226422,TimeView
4/16/2025 15:45,0.56299751,1.017092289,TimeView
4/16/2025 16:00,0.561109202,1.011554003,TimeView
4/16/2025 16:15,0.561109202,1.011554003,TimeView
4/16/2025 16:30,0.561109202,1.011554003,TimeView
4/16/2025 16:45,0.561109202,1.011554003,TimeView
4/16/2025 17:00,0.561109202,1.011554003,TimeView
4/16/2025 17:15,0.561109202,1.011554003,TimeView
4/16/2025 17:30,0.559220893,1.006027357,TimeView
4/16/2025 17:45,0.561109202,1.011554003,TimeView
4/16/2025 18:00,0.561109202,1.011554003,TimeView
4/16/2025 18:15,0.561109202,1.011554003,TimeView
4/16/2025 18:30,0.559220893,1.006027357,TimeView
4/16/2025 18:45,0.559220893,1.006027357,TimeView
4/16/2025 19:00,0.559220893,1.006027357,TimeView
4/16/2025 19:15,0.561109202,1.011554003,TimeView
4/16/2025 19:30,0.561109202,1.011554003,TimeView
4/16/2025 19:45,0.561109202,1.011554003,TimeView
4/16/2025 20:00,0.56299751,1.017092289,TimeView
4/16/2025 20:15,0.56299751,1.017092289,TimeView
4/16/2025 20:30,0.56299751,1.017092289,TimeView
4/16/2025 20:45,0.56299751,1.017092289,TimeView
4/16/2025 21:00,0.56299751,1.017092289,TimeView
4/16/2025 21:15,0.56299751,1.017092289,TimeView
4/16/2025 21:30,0.564885819,1.0226422,TimeView
4/16/2025 21:45,0.564885819,1.0226422,TimeView
4/16/2025 22:00,0.56299751,1.017092289,TimeView
4/16/2025 22:15,0.564885819,1.0226422,TimeView
4/16/2025 22:30,0.56299751,1.017092289,TimeView
4/16/2025 22:45,0.564885819,1.0226422,TimeView
4/16/2025 23:00,0.564885819,1.0226422,TimeView
4/16/2025 23:15,0.564885819,1.0226422,TimeView
4/16/2025 23:30,0.564885819,1.0226422,TimeView
4/16/2025 23:45,0.564885819,1.0226422,TimeView
4/17/2025,0.564885819,1.0226422,TimeView
4/17/2025 0:15,0.565829973,1.025421511,TimeView
4/17/2025 0:30,0.565829973,1.025421511,TimeView
4/17/2025 0:45,0.565829973,1.025421511,TimeView
4/17/2025 1:00,0.565829973,1.025421511,TimeView
4/17/2025 1:15,0.565829973,1.025421511,TimeView
4/17/2025 1:30,0.565829973,1.025421511,TimeView
4/17/2025 1:45,0.565829973,1.025421511,TimeView
4/17/2025 2:00,0.565829973,1.025421511,TimeView
4/17/2025 2:15,0.565829973,1.025421511,TimeView
4/17/2025 2:30,0.565829973,1.025421511,TimeView
4/17/2025 2:45,0.565829973,1.025421511,TimeView
4/17/2025 3:00,0.565829973,1.025421511,TimeView
4/17/2025 3:15,0.565829973,1.025421511,TimeView
4/17/2025 3:30,0.565829973,1.025421511,TimeView
4/17/2025 3:45,0.564885819,1.0226422,TimeView
4/17/2025 4:00,0.565829973,1.025421511,TimeView
4/17/2025 4:15,0.565829973,1.025421511,TimeView
4/17/2025 4:30,0.565829973,1.025421511,TimeView
4/17/2025 4:45,0.564885819,1.0226422,TimeView
4/17/2025 5:00,0.564885819,1.0226422,TimeView
4/17/2025 5:15,0.564885819,1.0226422,TimeView
4/17/2025 5:30,0.564885819,1.0226422,TimeView
4/17/2025 5:45,0.56299751,1.017092289,TimeView
4/17/2025 6:00,0.561109202,1.011554003,TimeView
4/17/2025 6:15,0.56299751,1.017092289,TimeView
4/17/2025 6:30,0.559220893,1.006027357,TimeView
4/17/2025 6:45,0.558276739,1.003268404,TimeView
4/17/2025 7:00,0.558276739,1.003268404,TimeView
4/17/2025 7:15,0.558276739,1.003268404,TimeView
4/17/2025 7:30,0.556388431,0.997759245,TimeView
4/17/2025 7:45,0.556388431,0.997759245,TimeView
4/17/2025 8:00,0.554500122,0.992261764,TimeView
4/17/2025 8:15,0.554500122,0.992261764,TimeView
4/17/2025 8:30,0.554500122,0.992261764,TimeView
4/17/2025 8:45,0.552611814,0.986775975,TimeView
4/17/2025 9:00,0.552611814,0.986775975,TimeView
4/17/2025 9:15,0.551667659,0.98403747,TimeView
4/17/2025 9:30,0.551667659,0.98403747,TimeView
4/17/2025 9:45,0.549779351,0.978569247,TimeView
4/17/2025 10:00,0.549779351,0.978569247,TimeView
4/17/2025 10:15,0.549779351,0.978569247,TimeView
4/17/2025 10:30,0.547891042,0.973112753,TimeView
4/17/2025 10:45,0.546002734,0.967668004,TimeView
4/17/2025 11:00,0.54505858,0.964950038,TimeView
4/17/2025 11:15,0.54505858,0.964950038,TimeView
4/17/2025 11:30,0.543170271,0.959522935,TimeView
4/17/2025 11:45,0.543170271,0.959522935,TimeView
4/17/2025 12:00,0.543170271,0.959522935,TimeView
4/17/2025 12:15,0.543170271,0.959522935,TimeView
4/17/2025 12:30,0.541281963,0.954107614,TimeView
4/17/2025 12:45,0.541281963,0.954107614,TimeView
4/17/2025 13:00,0.539393654,0.948704091,TimeView
4/17/2025 13:15,0.541281963,0.954107614,TimeView
4/17/2025 13:30,0.539393654,0.948704091,TimeView
4/17/2025 13:45,0.539393654,0.948704091,TimeView
4/17/2025 14:00,0.537505346,0.943312381,TimeView
4/17/2025 14:15,0.536561192,0.940620962,TimeView
4/17/2025 14:30,0.536561192,0.940620962,TimeView
4/17/2025 14:45,0.536561192,0.940620962,TimeView
4/17/2025 15:00,0.536561192,0.940620962,TimeView
4/17/2025 15:15,0.536561192,0.940620962,TimeView
4/17/2025 15:30,0.536561192,0.940620962,TimeView
4/17/2025 15:45,0.534672883,0.935247002,TimeView
4/17/2025 16:00,0.534672883,0.935247002,TimeView
4/17/2025 16:15,0.534672883,0.935247002,TimeView
4/17/2025 16:30,0.532784575,0.929884895,TimeView
4/17/2025 16:45,0.530896266,0.924534656,TimeView
4/17/2025 17:00,0.530896266,0.924534656,TimeView
4/17/2025 17:15,0.530896266,0.924534656,TimeView
4/17/2025 17:30,0.530896266,0.924534656,TimeView
4/17/2025 17:45,0.530896266,0.924534656,TimeView
4/17/2025 18:00,0.530896266,0.924534656,TimeView
4/17/2025 18:15,0.530896266,0.924534656,TimeView
4/17/2025 18:30,0.529952112,0.921863992,TimeView
4/17/2025 18:45,0.529952112,0.921863992,TimeView
4/17/2025 19:00,0.529952112,0.921863992,TimeView
4/17/2025 19:15,0.528063803,0.916531585,TimeView
4/17/2025 19:30,0.528063803,0.916531585,TimeView
4/17/2025 19:45,0.528063803,0.916531585,TimeView
4/17/2025 20:00,0.528063803,0.916531585,TimeView
4/17/2025 20:15,0.526175495,0.911211087,TimeView
4/17/2025 20:30,0.524287186,0.905902512,TimeView
4/17/2025 20:45,0.524287186,0.905902512,TimeView
4/17/2025 21:00,0.524287186,0.905902512,TimeView
4/17/2025 21:15,0.524287186,0.905902512,TimeView
4/17/2025 21:30,0.523343032,0.903252701,TimeView
4/17/2025 21:45,0.523343032,0.903252701,TimeView
4/17/2025 22:00,0.523343032,0.903252701,TimeView
4/17/2025 22:15,0.523343032,0.903252701,TimeView
4/17/2025 22:30,0.521454724,0.897962042,TimeView
4/17/2025 22:45,0.521454724,0.897962042,TimeView
4/17/2025 23:00,0.521454724,0.897962042,TimeView
4/17/2025 23:15,0.521454724,0.897962042,TimeView
4/17/2025 23:30,0.521454724,0.897962042,TimeView
4/17/2025 23:45,0.517678107,0.887416634,TimeView
4/18/2025,0.517678107,0.887416634,TimeView
4/18/2025 0:15,0.517678107,0.887416634,TimeView
4/18/2025 0:30,0.517678107,0.887416634,TimeView
4/18/2025 0:45,0.517678107,0.887416634,TimeView
4/18/2025 1:00,0.517678107,0.887416634,TimeView
4/18/2025 1:15,0.516733952,0.884787775,TimeView
4/18/2025 1:30,0.516733952,0.884787775,TimeView
4/18/2025 1:45,0.519566415,0.892683348,TimeView
4/18/2025 2:00,0.516733952,0.884787775,TimeView
4/18/2025 2:15,0.512957335,0.874302372,TimeView
4/18/2025 2:30,0.514845644,0.879539063,TimeView
4/18/2025 2:45,0.514845644,0.879539063,TimeView
4/18/2025 3:00,0.514845644,0.879539063,TimeView
4/18/2025 3:15,0.514845644,0.879539063,TimeView
4/18/2025 3:30,0.512957335,0.874302372,TimeView
4/18/2025 3:45,0.511069027,0.86907772,TimeView
4/18/2025 4:00,0.511069027,0.86907772,TimeView
4/18/2025 4:15,0.510124873,0.866469914,TimeView
4/18/2025 4:30,0.510124873,0.866469914,TimeView
4/18/2025 4:45,0.508236564,0.86126335,TimeView
4/18/2025 5:00,0.508236564,0.86126335,TimeView
4/18/2025 5:15,0.508236564,0.86126335,TimeView
4/18/2025 5:30,0.506348256,0.856068866,TimeView
4/18/2025 5:45,0.504459947,0.850886479,TimeView
4/18/2025 6:00,0.504459947,0.850886479,TimeView
4/18/2025 6:15,0.503515793,0.848299827,TimeView
4/18/2025 6:30,0.501627485,0.843135618,TimeView
4/18/2025 6:45,0.499739176,0.837983547,TimeView
4/18/2025 7:00,0.499739176,0.837983547,TimeView
4/18/2025 7:15,0.499739176,0.837983547,TimeView
4/18/2025 7:30,0.497850868,0.832843634,TimeView
4/18/2025 7:45,0.497850868,0.832843634,TimeView
4/18/2025 8:00,0.497850868,0.832843634,TimeView
4/18/2025 8:15,0.497850868,0.832843634,TimeView
4/18/2025 8:30,0.496906713,0.830278241,TimeView
4/18/2025 8:45,0.496906713,0.830278241,TimeView
4/18/2025 9:00,0.496906713,0.830278241,TimeView
4/18/2025 9:15,0.496906713,0.830278241,TimeView
4/18/2025 9:30,0.495018405,0.825156594,TimeView
4/18/2025 9:45,0.495018405,0.825156594,TimeView
4/18/2025 10:00,0.491241788,0.814949919,TimeView
4/18/2025 10:15,0.491241788,0.814949919,TimeView
4/18/2025 10:30,0.491241788,0.814949919,TimeView
4/18/2025 10:45,0.491241788,0.814949919,TimeView
4/18/2025 11:00,0.491241788,0.814949919,TimeView
4/18/2025 11:15,0.489353479,0.809864924,TimeView
4/18/2025 11:30,0.489353479,0.809864924,TimeView
4/18/2025 11:45,0.488409325,0.807327021,TimeView
4/18/2025 12:00,0.489353479,0.809864924,TimeView
4/18/2025 12:15,0.489353479,0.809864924,TimeView
4/18/2025 12:30,0.489353479,0.809864924,TimeView
4/18/2025 12:45,0.489353479,0.809864924,TimeView
4/18/2025 13:00,0.489353479,0.809864924,TimeView
4/18/2025 13:15,0.489353479,0.809864924,TimeView
4/18/2025 13:30,0.489353479,0.809864924,TimeView
4/18/2025 13:45,0.488409325,0.807327021,TimeView
4/18/2025 14:00,0.488409325,0.807327021,TimeView
4/18/2025 14:15,0.489353479,0.809864924,TimeView
4/18/2025 14:30,0.488409325,0.807327021,TimeView
4/18/2025 14:45,0.488409325,0.807327021,TimeView
4/18/2025 15:00,0.488409325,0.807327021,TimeView
4/18/2025 15:15,0.488409325,0.807327021,TimeView
4/18/2025 15:30,0.488409325,0.807327021,TimeView
4/18/2025 15:45,0.489353479,0.809864924,TimeView
4/18/2025 16:00,0.488409325,0.807327021,TimeView
4/18/2025 16:15,0.488409325,0.807327021,TimeView
4/18/2025 16:30,0.488409325,0.807327021,TimeView
4/18/2025 16:45,0.488409325,0.807327021,TimeView
4/18/2025 17:00,0.489353479,0.809864924,TimeView
4/18/2025 17:15,0.489353479,0.809864924,TimeView
4/18/2025 17:30,0.489353479,0.809864924,TimeView
4/18/2025 17:45,0.488409325,0.807327021,TimeView
4/18/2025 18:00,0.489353479,0.809864924,TimeView
4/18/2025 18:15,0.488409325,0.807327021,TimeView
4/18/2025 18:30,0.489353479,0.809864924,TimeView
4/18/2025 18:45,0.489353479,0.809864924,TimeView
4/18/2025 19:00,0.489353479,0.809864924,TimeView
4/18/2025 19:15,0.489353479,0.809864924,TimeView
4/18/2025 19:30,0.489353479,0.809864924,TimeView
4/18/2025 19:45,0.489353479,0.809864924,TimeView
4/18/2025 20:00,0.489353479,0.809864924,TimeView
4/18/2025 20:15,0.489353479,0.809864924,TimeView
4/18/2025 20:30,0.489353479,0.809864924,TimeView
4/18/2025 20:45,0.489353479,0.809864924,TimeView
4/18/2025 21:00,0.489353479,0.809864924,TimeView
4/18/2025 21:15,0.488409325,0.807327021,TimeView
4/18/2025 21:30,0.488409325,0.807327021,TimeView
4/18/2025 21:45,0.488409325,0.807327021,TimeView
