Time,Raw Gauge Height,Adjusted Gauge Height
4/26/2025 7:30,13.636,0.94552
4/26/2025 7:45,13.631,0.94052
4/26/2025 8:00,13.625,0.93452
4/26/2025 8:15,13.625,0.93452
4/26/2025 8:30,13.629,0.93852
4/26/2025 8:45,13.632,0.94152
4/26/2025 9:00,13.643,0.95252
4/26/2025 9:15,13.657,0.96652
4/26/2025 9:30,13.671,0.98052
4/26/2025 9:45,13.682,0.99152
4/26/2025 10:00,13.694,1.00352
4/26/2025 10:15,13.706,1.01552
4/26/2025 10:30,13.717,1.02652
4/26/2025 10:45,13.729,1.03852
4/26/2025 11:00,13.738,1.04752
4/26/2025 11:15,13.746,1.05552
4/26/2025 11:30,13.755,1.06452
4/26/2025 11:45,13.762,1.07152
4/26/2025 12:00,13.768,1.07752
4/26/2025 12:15,13.773,1.08252
4/26/2025 12:30,13.78,1.08952
4/26/2025 12:45,13.785,1.09452
4/26/2025 13:00,13.79,1.09952
4/26/2025 13:15,13.796,1.10552
4/26/2025 13:30,13.797,1.10652
4/26/2025 13:45,13.799,1.10852
4/26/2025 14:00,13.801,1.11052
4/26/2025 14:15,13.803,1.11252
4/26/2025 14:30,13.804,1.11352
4/26/2025 14:45,13.806,1.11552
4/26/2025 15:00,13.808,1.11752
4/26/2025 15:15,13.812,1.12152
4/26/2025 15:30,13.817,1.12652
4/26/2025 15:45,13.985,1.29452
4/26/2025 16:00,14.038,1.34752
4/26/2025 16:15,14.001,1.31052
4/26/2025 16:30,13.989,1.29852
4/26/2025 16:45,13.998,1.30752
4/26/2025 17:00,14.012,1.32152
4/26/2025 17:15,14.026,1.33552
4/26/2025 17:30,14.045,1.35452
4/26/2025 17:45,14.066,1.37552
4/26/2025 18:00,14.096,1.40552
4/26/2025 18:15,14.108,1.41752
4/26/2025 18:30,14.11,1.41952
4/26/2025 18:45,14.11,1.41952
4/26/2025 19:00,14.11,1.41952
4/26/2025 19:15,14.112,1.42152
4/26/2025 19:30,14.11,1.41952
4/26/2025 19:45,14.106,1.41552
4/26/2025 20:00,14.108,1.41752
4/26/2025 20:15,14.106,1.41552
4/26/2025 20:30,14.105,1.41452
4/26/2025 20:45,14.103,1.41252
4/26/2025 21:00,14.099,1.40852
4/26/2025 21:15,14.101,1.41052
4/26/2025 21:30,14.099,1.40852
4/26/2025 21:45,14.099,1.40852
4/26/2025 22:00,14.098,1.40752
4/26/2025 22:15,14.099,1.40852
4/26/2025 22:30,14.096,1.40552
4/26/2025 22:45,14.096,1.40552
4/26/2025 23:00,14.096,1.40552
4/26/2025 23:15,14.094,1.40352
4/26/2025 23:30,14.091,1.40052
4/26/2025 23:45,14.089,1.39852
4/27/2025 0:00,14.087,1.39652
4/27/2025 0:15,14.084,1.39352
4/27/2025 0:30,14.08,1.38952
4/27/2025 0:45,14.076,1.38552
4/27/2025 1:00,14.073,1.38252
4/27/2025 1:15,14.068,1.37752
4/27/2025 1:30,14.063,1.37252
4/27/2025 1:45,14.059,1.36852
4/27/2025 2:00,14.052,1.36152
4/27/2025 2:15,14.047,1.35652
4/27/2025 2:30,14.04,1.34952
4/27/2025 2:45,14.034,1.34352
4/27/2025 3:00,14.027,1.33652
4/27/2025 3:15,14.024,1.33352
4/27/2025 3:30,14.017,1.32652
4/27/2025 3:45,14.01,1.31952
4/27/2025 4:00,14.003,1.31252
4/27/2025 4:15,13.996,1.30552
4/27/2025 4:30,13.989,1.29852
4/27/2025 4:45,13.982,1.29152
4/27/2025 5:00,13.975,1.28452
4/27/2025 5:15,13.969,1.27852
4/27/2025 5:30,13.962,1.27152
4/27/2025 5:45,13.955,1.26452
4/27/2025 6:00,13.948,1.25752
4/27/2025 6:15,13.943,1.25252
4/27/2025 6:30,13.934,1.24352
4/27/2025 6:45,13.931,1.24052
4/27/2025 7:00,13.924,1.23352
4/27/2025 7:15,13.917,1.22652
4/27/2025 7:30,13.912,1.22152
4/27/2025 7:45,13.906,1.21552
4/27/2025 8:00,13.899,1.20852
4/27/2025 8:15,13.894,1.20352
4/27/2025 8:30,13.889,1.19852
4/27/2025 8:45,13.882,1.19152
4/27/2025 9:00,13.876,1.18552
4/27/2025 9:15,13.869,1.17852
4/27/2025 9:30,13.864,1.17352
4/27/2025 9:45,13.861,1.17052
4/27/2025 10:00,13.855,1.16452
4/27/2025 10:15,13.85,1.15952
4/27/2025 10:30,13.845,1.15452
4/27/2025 10:45,13.839,1.14852
4/27/2025 11:00,13.834,1.14352
4/27/2025 11:15,13.829,1.13852
4/27/2025 11:30,13.824,1.13352
4/27/2025 11:45,13.82,1.12952
4/27/2025 12:00,13.815,1.12452
4/27/2025 12:15,13.81,1.11952
4/27/2025 12:30,13.806,1.11552
4/27/2025 12:45,13.801,1.11052
4/27/2025 13:00,13.797,1.10652
4/27/2025 13:15,13.794,1.10352
4/27/2025 13:30,13.789,1.09852
4/27/2025 13:45,13.782,1.09152
4/27/2025 14:00,13.78,1.08952
4/27/2025 14:15,13.773,1.08252
4/27/2025 14:30,13.769,1.07852
4/27/2025 14:45,13.768,1.07752
4/27/2025 15:00,13.764,1.07352
4/27/2025 15:15,13.759,1.06852
4/27/2025 15:30,13.755,1.06452
4/27/2025 15:45,13.75,1.05952
4/27/2025 16:00,13.746,1.05552
4/27/2025 16:15,13.743,1.05252
4/27/2025 16:30,13.74,1.04952
4/27/2025 16:45,13.734,1.04352
4/27/2025 17:00,13.731,1.04052
4/27/2025 17:15,13.727,1.03652
4/27/2025 17:30,13.724,1.03352
4/27/2025 17:45,13.718,1.02752
4/27/2025 18:00,13.717,1.02652
4/27/2025 18:15,13.713,1.02252
4/27/2025 18:30,13.708,1.01752
4/27/2025 18:45,13.706,1.01552
4/27/2025 19:00,13.703,1.01252
4/27/2025 19:15,13.701,1.01052
4/27/2025 19:30,13.697,1.00652
4/27/2025 19:45,13.694,1.00352
4/27/2025 20:00,13.69,0.99952
4/27/2025 20:15,13.689,0.99852
4/27/2025 20:30,13.687,0.99652
4/27/2025 20:45,13.683,0.99252
4/27/2025 21:00,13.682,0.99152
4/27/2025 21:15,13.678,0.98752
4/27/2025 21:30,13.675,0.98452
4/27/2025 21:45,13.673,0.98252
4/27/2025 22:00,13.669,0.97852
4/27/2025 22:15,13.668,0.97752
4/27/2025 22:30,13.666,0.97552
4/27/2025 22:45,13.662,0.97152
4/27/2025 23:00,13.661,0.97052
4/27/2025 23:15,13.659,0.96852
4/27/2025 23:30,13.657,0.96652
4/27/2025 23:45,13.653,0.96252
4/28/2025 0:00,13.652,0.96152
4/28/2025 0:15,13.65,0.95952
4/28/2025 0:30,13.647,0.95652
4/28/2025 0:45,13.645,0.95452
4/28/2025 1:00,13.643,0.95252
4/28/2025 1:15,13.641,0.95052
4/28/2025 1:30,13.639,0.94852
4/28/2025 1:45,13.639,0.94852
4/28/2025 2:00,13.638,0.94752
4/28/2025 2:15,13.636,0.94552
4/28/2025 2:30,13.632,0.94152
4/28/2025 2:45,13.632,0.94152
4/28/2025 3:00,13.631,0.94052
4/28/2025 3:15,13.629,0.93852
4/28/2025 3:30,13.627,0.93652
4/28/2025 3:45,13.625,0.93452
4/28/2025 4:00,13.624,0.93352
4/28/2025 4:15,13.624,0.93352
4/28/2025 4:30,13.622,0.93152
4/28/2025 4:45,13.618,0.92752
4/28/2025 5:00,13.617,0.92652
4/28/2025 5:15,13.615,0.92452
4/28/2025 5:30,13.615,0.92452
4/28/2025 5:45,13.611,0.92052
4/28/2025 6:00,13.61,0.91952
4/28/2025 6:15,13.608,0.91752
4/28/2025 6:30,13.604,0.91352
4/28/2025 6:45,13.603,0.91252
4/28/2025 7:00,13.603,0.91252
4/28/2025 7:15,13.601,0.91052
4/28/2025 7:30,13.597,0.90652
4/28/2025 7:45,13.596,0.90552
4/28/2025 8:00,13.596,0.90552
4/28/2025 8:15,13.59,0.89952
4/28/2025 8:30,13.592,0.90152
4/28/2025 8:45,13.592,0.90152
4/28/2025 9:00,13.59,0.89952
4/28/2025 9:15,13.589,0.89852
4/28/2025 9:30,13.589,0.89852
4/28/2025 9:45,13.587,0.89652
4/28/2025 10:00,13.583,0.89252
4/28/2025 10:15,13.582,0.89152
4/28/2025 10:30,13.58,0.88952
4/28/2025 10:45,13.578,0.88752
4/28/2025 11:00,13.58,0.88952
4/28/2025 11:15,13.58,0.88952
4/28/2025 11:30,13.578,0.88752
4/28/2025 11:45,13.575,0.88452
4/28/2025 12:00,13.575,0.88452
4/28/2025 12:15,13.573,0.88252
4/28/2025 12:30,13.573,0.88252
4/28/2025 12:45,13.569,0.87852
4/28/2025 13:00,13.568,0.87752
4/28/2025 13:15,13.568,0.87752
4/28/2025 13:30,13.566,0.87552
4/28/2025 13:45,13.566,0.87552
4/28/2025 14:00,13.564,0.87352
4/28/2025 14:15,13.562,0.87152
4/28/2025 14:30,13.56,0.86952
4/28/2025 14:45,13.56,0.86952
4/28/2025 15:00,13.559,0.86852
4/28/2025 15:15,13.559,0.86852
4/28/2025 15:30,13.557,0.86652
4/28/2025 15:45,13.557,0.86652
4/28/2025 16:00,13.555,0.86452
4/28/2025 16:15,13.553,0.86252
4/28/2025 16:30,13.552,0.86152
4/28/2025 16:45,13.552,0.86152
4/28/2025 17:00,13.55,0.85952
4/28/2025 17:15,13.548,0.85752
4/28/2025 17:30,13.546,0.85552
4/28/2025 17:45,13.546,0.85552
4/28/2025 18:00,13.546,0.85552
4/28/2025 18:15,13.543,0.85252
4/28/2025 18:30,13.543,0.85252
4/28/2025 18:45,13.541,0.85052
4/28/2025 19:00,13.539,0.84852
4/28/2025 19:15,13.538,0.84752
4/28/2025 19:30,13.538,0.84752
4/28/2025 19:45,13.538,0.84752
4/28/2025 20:00,13.536,0.84552
4/28/2025 20:15,13.532,0.84152
4/28/2025 20:30,13.532,0.84152
4/28/2025 20:45,13.531,0.84052
4/28/2025 21:00,13.531,0.84052
4/28/2025 21:15,13.529,0.83852
4/28/2025 21:30,13.527,0.83652
4/28/2025 21:45,13.527,0.83652
4/28/2025 22:00,13.525,0.83452
4/28/2025 22:15,13.525,0.83452
4/28/2025 22:30,13.524,0.83352
4/28/2025 22:45,13.524,0.83352
4/28/2025 23:00,13.524,0.83352
4/28/2025 23:15,13.522,0.83152
4/28/2025 23:30,13.522,0.83152
4/28/2025 23:45,13.52,0.82952
4/29/2025 0:00,13.518,0.82752
4/29/2025 0:15,13.518,0.82752
4/29/2025 0:30,13.518,0.82752
4/29/2025 0:45,13.517,0.82652
4/29/2025 1:00,13.517,0.82652
4/29/2025 1:15,13.515,0.82452
4/29/2025 1:30,13.511,0.82052
4/29/2025 1:45,13.513,0.82252
4/29/2025 2:00,13.511,0.82052
4/29/2025 2:15,13.511,0.82052
4/29/2025 2:30,13.51,0.81952
4/29/2025 2:45,13.51,0.81952
4/29/2025 3:00,13.51,0.81952
4/29/2025 3:15,13.51,0.81952
4/29/2025 3:30,13.508,0.81752
4/29/2025 3:45,13.508,0.81752
4/29/2025 4:00,13.508,0.81752
4/29/2025 4:15,13.506,0.81552
4/29/2025 4:30,13.504,0.81352
4/29/2025 4:45,13.504,0.81352
4/29/2025 5:00,13.504,0.81352
4/29/2025 5:15,13.503,0.81252
4/29/2025 5:30,13.503,0.81252
4/29/2025 5:45,13.501,0.81052
4/29/2025 6:00,13.501,0.81052
4/29/2025 6:15,13.499,0.80852
4/29/2025 6:30,13.496,0.80552
4/29/2025 6:45,13.496,0.80552
4/29/2025 7:00,13.494,0.80352
4/29/2025 7:15,13.494,0.80352
4/29/2025 7:30,13.494,0.80352
4/29/2025 7:45,13.494,0.80352
4/29/2025 8:00,13.494,0.80352
4/29/2025 8:15,13.492,0.80152
4/29/2025 8:30,13.492,0.80152
4/29/2025 8:45,13.492,0.80152
4/29/2025 9:00,13.49,0.79952
4/29/2025 9:15,13.489,0.79852
4/29/2025 9:30,13.487,0.79652
4/29/2025 9:45,13.487,0.79652
4/29/2025 10:00,13.485,0.79452
4/29/2025 10:15,13.485,0.79452
4/29/2025 10:30,13.483,0.79252
4/29/2025 10:45,13.485,0.79452
4/29/2025 11:00,13.482,0.79152
4/29/2025 11:15,13.482,0.79152
4/29/2025 11:30,13.482,0.79152
4/29/2025 11:45,13.48,0.78952
4/29/2025 12:00,13.482,0.79152
4/29/2025 12:15,13.48,0.78952
4/29/2025 12:30,13.482,0.79152
4/29/2025 12:45,13.48,0.78952
4/29/2025 13:00,13.482,0.79152
4/29/2025 13:15,13.48,0.78952
4/29/2025 13:30,13.478,0.78752
4/29/2025 13:45,13.478,0.78752
4/29/2025 14:00,13.475,0.78452
4/29/2025 14:15,13.476,0.78552
4/29/2025 14:30,13.476,0.78552
4/29/2025 14:45,13.476,0.78552
4/29/2025 15:00,13.475,0.78452
4/29/2025 15:15,13.475,0.78452
4/29/2025 15:30,13.475,0.78452
4/29/2025 15:45,13.473,0.78252
4/29/2025 16:00,13.473,0.78252
4/29/2025 16:15,13.473,0.78252
4/29/2025 16:30,13.473,0.78252
4/29/2025 16:45,13.471,0.78052
4/29/2025 17:00,13.471,0.78052
4/29/2025 17:15,13.469,0.77852
4/29/2025 17:30,13.467,0.77652
4/29/2025 17:45,13.467,0.77652
4/29/2025 18:00,13.466,0.77552
4/29/2025 18:15,13.466,0.77552
4/29/2025 18:30,13.466,0.77552
4/29/2025 18:45,13.466,0.77552
4/29/2025 19:00,13.466,0.77552
4/29/2025 19:15,13.466,0.77552
4/29/2025 19:30,13.464,0.77352
4/29/2025 19:45,13.464,0.77352
4/29/2025 20:00,13.464,0.77352
4/29/2025 20:15,13.464,0.77352
4/29/2025 20:30,13.464,0.77352
4/29/2025 20:45,13.464,0.77352
4/29/2025 21:00,13.462,0.77152
4/29/2025 21:15,13.46,0.76952
4/29/2025 21:30,13.46,0.76952
4/29/2025 21:45,13.459,0.76852
4/29/2025 22:00,13.459,0.76852
4/29/2025 22:15,13.459,0.76852
4/29/2025 22:30,13.459,0.76852
4/29/2025 22:45,13.459,0.76852
4/29/2025 23:00,13.457,0.76652
4/29/2025 23:15,13.457,0.76652
4/29/2025 23:30,13.457,0.76652
4/29/2025 23:45,13.457,0.76652
4/30/2025 0:00,13.457,0.76652
4/30/2025 0:15,13.455,0.76452
4/30/2025 0:30,13.455,0.76452
4/30/2025 0:45,13.455,0.76452
4/30/2025 1:00,13.453,0.76252
4/30/2025 1:15,13.453,0.76252
4/30/2025 1:30,13.453,0.76252
4/30/2025 1:45,13.455,0.76452
4/30/2025 2:00,13.453,0.76252
4/30/2025 2:15,13.453,0.76252
4/30/2025 2:30,13.453,0.76252
4/30/2025 2:45,13.453,0.76252
4/30/2025 3:00,13.453,0.76252
4/30/2025 3:15,13.453,0.76252
4/30/2025 3:30,13.453,0.76252
4/30/2025 3:45,13.452,0.76152
4/30/2025 4:00,13.452,0.76152
4/30/2025 4:15,13.45,0.75952
4/30/2025 4:30,13.45,0.75952
4/30/2025 4:45,13.45,0.75952
4/30/2025 5:00,13.45,0.75952
4/30/2025 5:15,13.448,0.75752
4/30/2025 5:30,13.448,0.75752
4/30/2025 5:45,13.448,0.75752
4/30/2025 6:00,13.446,0.75552
4/30/2025 6:15,13.445,0.75452
4/30/2025 6:30,13.445,0.75452
4/30/2025 6:45,13.445,0.75452
4/30/2025 7:00,13.443,0.75252
4/30/2025 7:15,13.443,0.75252
4/30/2025 7:30,13.441,0.75052
4/30/2025 7:45,13.439,0.74852
4/30/2025 8:00,13.439,0.74852
4/30/2025 8:15,13.443,0.75252
4/30/2025 8:30,13.438,0.74752
4/30/2025 8:45,13.438,0.74752
4/30/2025 9:00,13.438,0.74752
4/30/2025 9:15,13.436,0.74552
4/30/2025 9:30,13.436,0.74552
4/30/2025 9:45,13.432,0.74152
4/30/2025 10:00,13.432,0.74152
4/30/2025 10:15,13.431,0.74052
4/30/2025 10:30,13.431,0.74052
4/30/2025 10:45,13.427,0.73652
4/30/2025 11:00,13.429,0.73852
4/30/2025 11:15,13.429,0.73852
4/30/2025 11:30,13.425,0.73452
4/30/2025 11:45,13.425,0.73452
4/30/2025 12:00,13.425,0.73452
4/30/2025 12:15,13.425,0.73452
4/30/2025 12:30,13.424,0.73352
4/30/2025 12:45,13.424,0.73352
4/30/2025 13:00,13.424,0.73352
4/30/2025 13:15,13.424,0.73352
4/30/2025 13:30,13.422,0.73152
4/30/2025 13:45,13.424,0.73352
4/30/2025 14:00,13.424,0.73352
4/30/2025 14:15,13.425,0.73452
4/30/2025 14:30,13.424,0.73352
4/30/2025 14:45,13.424,0.73352
4/30/2025 15:00,13.424,0.73352
4/30/2025 15:15,13.424,0.73352
4/30/2025 15:30,13.422,0.73152
4/30/2025 15:45,13.422,0.73152
4/30/2025 16:00,13.422,0.73152
4/30/2025 16:15,13.42,0.72952
4/30/2025 16:30,13.42,0.72952
4/30/2025 16:45,13.42,0.72952
4/30/2025 17:00,13.418,0.72752
4/30/2025 17:15,13.418,0.72752
4/30/2025 17:30,13.418,0.72752
4/30/2025 17:45,13.418,0.72752
4/30/2025 18:00,13.418,0.72752
4/30/2025 18:15,13.418,0.72752
4/30/2025 18:30,13.418,0.72752
4/30/2025 18:45,13.418,0.72752
4/30/2025 19:00,13.418,0.72752
4/30/2025 19:15,13.418,0.72752
4/30/2025 19:30,13.418,0.72752
4/30/2025 19:45,13.418,0.72752
4/30/2025 20:00,13.418,0.72752
4/30/2025 20:15,13.416,0.72552
4/30/2025 20:30,13.418,0.72752
4/30/2025 20:45,13.416,0.72552
4/30/2025 21:00,13.416,0.72552
4/30/2025 21:15,13.416,0.72552
4/30/2025 21:30,13.416,0.72552
4/30/2025 21:45,13.416,0.72552
4/30/2025 22:00,13.416,0.72552
4/30/2025 22:15,13.416,0.72552
4/30/2025 22:30,13.415,0.72452
4/30/2025 22:45,13.415,0.72452
4/30/2025 23:00,13.415,0.72452
4/30/2025 23:15,13.415,0.72452
4/30/2025 23:30,13.415,0.72452
4/30/2025 23:45,13.415,0.72452
5/1/2025 0:00,13.415,0.72452
5/1/2025 0:15,13.415,0.72452
5/1/2025 0:30,13.413,0.72252
5/1/2025 0:45,13.411,0.72052
5/1/2025 1:00,13.411,0.72052
5/1/2025 1:15,13.411,0.72052
5/1/2025 1:30,13.411,0.72052
5/1/2025 1:45,13.411,0.72052
5/1/2025 2:00,13.411,0.72052
5/1/2025 2:15,13.41,0.71952
5/1/2025 2:30,13.41,0.71952
5/1/2025 2:45,13.41,0.71952
5/1/2025 3:00,13.41,0.71952
5/1/2025 3:15,13.41,0.71952
5/1/2025 3:30,13.41,0.71952
5/1/2025 3:45,13.41,0.71952
5/1/2025 4:00,13.41,0.71952
5/1/2025 4:15,13.408,0.71752
5/1/2025 4:30,13.408,0.71752
5/1/2025 4:45,13.411,0.72052
5/1/2025 5:00,13.41,0.71952
5/1/2025 5:15,13.408,0.71752
5/1/2025 5:30,13.408,0.71752
5/1/2025 5:45,13.408,0.71752
5/1/2025 6:00,13.408,0.71752
5/1/2025 6:15,13.406,0.71552
5/1/2025 6:30,13.406,0.71552
5/1/2025 6:45,13.404,0.71352
5/1/2025 7:00,13.404,0.71352
5/1/2025 7:15,13.403,0.71252
5/1/2025 7:30,13.403,0.71252
5/1/2025 7:45,13.403,0.71252
5/1/2025 8:00,13.403,0.71252
5/1/2025 8:15,13.403,0.71252
5/1/2025 8:30,13.401,0.71052
5/1/2025 8:45,13.403,0.71252
5/1/2025 9:00,13.403,0.71252
5/1/2025 9:15,13.401,0.71052
5/1/2025 9:30,13.401,0.71052
5/1/2025 9:45,13.399,0.70852
5/1/2025 10:00,13.399,0.70852
5/1/2025 10:15,13.399,0.70852
5/1/2025 10:30,13.399,0.70852
5/1/2025 10:45,13.397,0.70652
5/1/2025 11:00,13.399,0.70852
5/1/2025 11:15,13.396,0.70552
5/1/2025 11:30,13.396,0.70552
5/1/2025 11:45,13.396,0.70552
5/1/2025 12:00,13.394,0.70352
5/1/2025 12:15,13.392,0.70152
5/1/2025 12:30,13.392,0.70152
5/1/2025 12:45,13.394,0.70352
5/1/2025 13:00,13.392,0.70152
5/1/2025 13:15,13.392,0.70152
5/1/2025 13:30,13.392,0.70152
5/1/2025 13:45,13.392,0.70152
5/1/2025 14:00,13.39,0.69952
5/1/2025 14:15,13.39,0.69952
5/1/2025 14:30,13.39,0.69952
5/1/2025 14:45,13.39,0.69952
5/1/2025 15:00,13.392,0.70152
5/1/2025 15:15,13.39,0.69952
5/1/2025 15:30,13.392,0.70152
5/1/2025 15:45,13.39,0.69952
5/1/2025 16:00,13.389,0.69852
5/1/2025 16:15,13.389,0.69852
5/1/2025 16:30,13.389,0.69852
5/1/2025 16:45,13.389,0.69852
5/1/2025 17:00,13.389,0.69852
5/1/2025 17:15,13.389,0.69852
5/1/2025 17:30,13.389,0.69852
5/1/2025 17:45,13.389,0.69852
5/1/2025 18:00,13.389,0.69852
5/1/2025 18:15,13.389,0.69852
5/1/2025 18:30,13.387,0.69652
5/1/2025 18:45,13.387,0.69652
5/1/2025 19:00,13.387,0.69652
5/1/2025 19:15,13.387,0.69652
5/1/2025 19:30,13.387,0.69652
5/1/2025 19:45,13.387,0.69652
5/1/2025 20:00,13.387,0.69652
5/1/2025 20:15,13.387,0.69652
5/1/2025 20:30,13.387,0.69652
5/1/2025 20:45,13.387,0.69652
5/1/2025 21:00,13.387,0.69652
5/1/2025 21:15,13.385,0.69452
5/1/2025 21:30,13.387,0.69652
5/1/2025 21:45,13.387,0.69652
5/1/2025 22:00,13.387,0.69652
5/1/2025 22:15,13.387,0.69652
5/1/2025 22:30,13.387,0.69652
5/1/2025 22:45,13.387,0.69652
5/1/2025 23:00,13.387,0.69652
5/1/2025 23:15,13.385,0.69452
5/1/2025 23:30,13.387,0.69652
5/1/2025 23:45,13.387,0.69652
5/2/2025 0:00,13.385,0.69452
5/2/2025 0:15,13.385,0.69452
5/2/2025 0:30,13.389,0.69852
5/2/2025 0:45,13.404,0.71352
5/2/2025 1:00,13.427,0.73652
5/2/2025 1:15,13.506,0.81552
5/2/2025 1:30,13.52,0.82952
5/2/2025 1:45,13.49,0.79952
5/2/2025 2:00,13.467,0.77652
5/2/2025 2:15,13.459,0.76852
5/2/2025 2:30,13.457,0.76652
5/2/2025 2:45,13.457,0.76652
5/2/2025 3:00,13.46,0.76952
5/2/2025 3:15,13.462,0.77152
5/2/2025 3:30,13.462,0.77152
5/2/2025 3:45,13.462,0.77152
5/2/2025 4:00,13.46,0.76952
5/2/2025 4:15,13.459,0.76852
5/2/2025 4:30,13.457,0.76652
5/2/2025 4:45,13.455,0.76452
5/2/2025 5:00,13.453,0.76252
5/2/2025 5:15,13.452,0.76152
5/2/2025 5:30,13.448,0.75752
5/2/2025 5:45,13.446,0.75552
5/2/2025 6:00,13.445,0.75452
5/2/2025 6:15,13.445,0.75452
5/2/2025 6:30,13.443,0.75252
5/2/2025 6:45,13.443,0.75252
5/2/2025 7:00,13.443,0.75252
5/2/2025 7:15,13.441,0.75052
5/2/2025 7:30,13.439,0.74852
5/2/2025 7:45,13.439,0.74852
5/2/2025 8:00,13.439,0.74852
5/2/2025 8:15,13.439,0.74852
5/2/2025 8:30,13.443,0.75252
5/2/2025 8:45,13.443,0.75252
5/2/2025 9:00,13.445,0.75452
5/2/2025 9:15,13.445,0.75452
5/2/2025 9:30,13.445,0.75452
5/2/2025 9:45,13.445,0.75452
5/2/2025 10:00,13.446,0.75552
5/2/2025 10:15,13.446,0.75552
5/2/2025 10:30,13.446,0.75552
5/2/2025 10:45,13.446,0.75552
5/2/2025 11:00,13.446,0.75552
5/2/2025 11:15,13.446,0.75552
5/2/2025 11:30,13.446,0.75552
5/2/2025 11:45,13.445,0.75452
5/2/2025 12:00,13.446,0.75552
5/2/2025 12:15,13.446,0.75552
5/2/2025 12:30,13.446,0.75552
5/2/2025 12:45,13.446,0.75552
5/2/2025 13:00,13.446,0.75552
5/2/2025 13:15,13.446,0.75552
5/2/2025 13:30,13.446,0.75552
5/2/2025 13:45,13.446,0.75552
5/2/2025 14:00,13.446,0.75552
5/2/2025 14:15,13.446,0.75552
5/2/2025 14:30,13.446,0.75552
5/2/2025 14:45,13.446,0.75552
5/2/2025 15:00,13.445,0.75452
5/2/2025 15:15,13.445,0.75452
5/2/2025 15:30,13.445,0.75452
5/2/2025 15:45,13.445,0.75452
5/2/2025 16:00,13.445,0.75452
5/2/2025 16:15,13.446,0.75552
5/2/2025 16:30,13.445,0.75452
5/2/2025 16:45,13.445,0.75452
5/2/2025 17:00,13.445,0.75452
5/2/2025 17:15,13.445,0.75452
5/2/2025 17:30,13.445,0.75452
5/2/2025 17:45,13.443,0.75252
5/2/2025 18:00,13.443,0.75252
5/2/2025 18:15,13.443,0.75252
5/2/2025 18:30,13.443,0.75252
5/2/2025 18:45,13.443,0.75252
5/2/2025 19:00,13.443,0.75252
5/2/2025 19:15,13.441,0.75052
5/2/2025 19:30,13.439,0.74852
5/2/2025 19:45,13.439,0.74852
5/2/2025 20:00,13.439,0.74852
5/2/2025 20:15,13.438,0.74752
5/2/2025 20:30,13.438,0.74752
5/2/2025 20:45,13.438,0.74752
5/2/2025 21:00,13.438,0.74752
5/2/2025 21:15,13.436,0.74552
5/2/2025 21:30,13.436,0.74552
5/2/2025 21:45,13.436,0.74552
5/2/2025 22:00,13.436,0.74552
5/2/2025 22:15,13.436,0.74552
5/2/2025 22:30,13.436,0.74552
5/2/2025 22:45,13.434,0.74352
5/2/2025 23:00,13.434,0.74352
