,Time,GaugeHeight_m,Flow,Source
93,4/14/2025 16:00,0.693856432,1.428458981,TimeView
94,4/14/2025 16:15,0.693856432,1.428458981,TimeView
95,4/14/2025 16:30,0.692843539,1.42507157,TimeView
96,4/14/2025 16:45,0.690817752,1.418306032,TimeView
97,4/14/2025 17:00,0.690817752,1.418306032,TimeView
98,4/14/2025 17:15,0.690817752,1.418306032,TimeView
99,4/14/2025 17:30,0.690817752,1.418306032,TimeView
100,4/14/2025 17:45,0.690817752,1.418306032,TimeView
101,4/14/2025 18:00,0.688791965,1.411552886,TimeView
102,4/14/2025 18:15,0.686766178,1.404812146,TimeView
103,4/14/2025 18:30,0.686766178,1.404812146,TimeView
104,4/14/2025 18:45,0.686766178,1.404812146,TimeView
105,4/14/2025 19:00,0.685753284,1.401446432,TimeView
106,4/14/2025 19:15,0.685753284,1.401446432,TimeView
107,4/14/2025 19:30,0.683727497,1.394724327,TimeView
108,4/14/2025 19:45,0.68170171,1.388014661,TimeView
109,4/14/2025 20:00,0.68170171,1.388014661,TimeView
110,4/14/2025 20:15,0.68170171,1.388014661,TimeView
111,4/14/2025 20:30,0.679675923,1.38131745,TimeView
112,4/14/2025 20:45,0.679675923,1.38131745,TimeView
113,4/14/2025 21:00,0.678663029,1.377973519,TimeView
114,4/14/2025 21:15,0.678663029,1.377973519,TimeView
115,4/14/2025 21:30,0.678663029,1.377973519,TimeView
116,4/14/2025 21:45,0.676637242,1.371295014,TimeView
117,4/14/2025 22:00,0.676637242,1.371295014,TimeView
118,4/14/2025 22:15,-1.072629873,NA,TimeView
119,4/14/2025 22:30,-1.114158507,NA,TimeView
120,4/14/2025 22:45,-1.117197188,NA,TimeView
121,4/14/2025 23:00,-1.092887743,NA,TimeView
122,4/14/2025 23:15,-1.085797489,NA,TimeView
123,4/14/2025 23:30,-1.086810382,NA,TimeView
124,4/14/2025 23:45,-1.095926424,NA,TimeView
125,4/15/2025,-1.10909404,NA,TimeView
126,4/15/2025 0:15,-1.124287443,NA,TimeView
127,4/15/2025 0:30,-1.095926424,NA,TimeView
128,4/15/2025 0:45,-1.114158507,NA,TimeView
129,4/15/2025 1:00,-1.081745915,NA,TimeView
130,4/15/2025 1:15,-1.092887743,NA,TimeView
131,4/15/2025 1:30,-1.076681447,NA,TimeView
132,4/15/2025 1:45,-1.07465566,NA,TimeView
133,4/15/2025 2:00,-1.092887743,NA,TimeView
134,4/15/2025 2:15,0.642198863,1.259682882,TimeView
135,4/15/2025 2:30,0.641185969,1.256455536,TimeView
136,4/15/2025 2:45,0.641185969,1.256455536,TimeView
137,4/15/2025 3:00,0.641185969,1.256455536,TimeView
138,4/15/2025 3:15,0.641185969,1.256455536,TimeView
139,4/15/2025 3:30,0.639160182,1.250010402,TimeView
140,4/15/2025 3:45,0.639160182,1.250010402,TimeView
141,4/15/2025 4:00,0.639160182,1.250010402,TimeView
142,4/15/2025 4:15,0.639160182,1.250010402,TimeView
143,4/15/2025 4:30,0.637134395,1.243578027,TimeView
144,4/15/2025 4:45,0.637134395,1.243578027,TimeView
145,4/15/2025 5:00,0.634095714,1.23395342,TimeView
146,4/15/2025 5:15,0.635108608,1.237158426,TimeView
147,4/15/2025 5:30,0.634095714,1.23395342,TimeView
148,4/15/2025 5:45,0.634095714,1.23395342,TimeView
149,4/15/2025 6:00,0.632069927,1.227553008,TimeView
150,4/15/2025 6:15,0.632069927,1.227553008,TimeView
151,4/15/2025 6:30,0.63004414,1.221165408,TimeView
152,4/15/2025 6:45,0.63004414,1.221165408,TimeView
153,4/15/2025 7:00,0.628018353,1.214790635,TimeView
154,4/15/2025 7:15,0.628018353,1.214790635,TimeView
155,4/15/2025 7:30,0.628018353,1.214790635,TimeView
156,4/15/2025 7:45,0.628018353,1.214790635,TimeView
157,4/15/2025 8:00,0.628018353,1.214790635,TimeView
158,4/15/2025 8:15,0.62700546,1.211608063,TimeView
159,4/15/2025 8:30,0.62700546,1.211608063,TimeView
160,4/15/2025 8:45,0.624979673,1.205252561,TimeView
161,4/15/2025 9:00,0.624979673,1.205252561,TimeView
162,4/15/2025 9:15,0.622953886,1.198909924,TimeView
163,4/15/2025 9:30,0.622953886,1.198909924,TimeView
164,4/15/2025 9:45,0.620928099,1.192580169,TimeView
165,4/15/2025 10:00,0.620928099,1.192580169,TimeView
166,4/15/2025 10:15,0.620928099,1.192580169,TimeView
167,4/15/2025 10:30,0.620928099,1.192580169,TimeView
168,4/15/2025 10:45,0.620928099,1.192580169,TimeView
169,4/15/2025 11:00,0.619915205,1.189420128,TimeView
170,4/15/2025 11:15,0.619915205,1.189420128,TimeView
171,4/15/2025 11:30,0.619915205,1.189420128,TimeView
172,4/15/2025 11:45,0.619915205,1.189420128,TimeView
173,4/15/2025 12:00,0.619915205,1.189420128,TimeView
174,4/15/2025 12:15,0.619915205,1.189420128,TimeView
175,4/15/2025 12:30,0.617889418,1.183109725,TimeView
176,4/15/2025 12:45,0.620928099,1.192580169,TimeView
177,4/15/2025 13:00,0.620928099,1.192580169,TimeView
178,4/15/2025 13:15,0.620928099,1.192580169,TimeView
179,4/15/2025 13:30,0.619915205,1.189420128,TimeView
180,4/15/2025 13:45,0.619915205,1.189420128,TimeView
181,4/15/2025 14:00,0.619915205,1.189420128,TimeView
182,4/15/2025 14:15,0.619915205,1.189420128,TimeView
183,4/15/2025 14:30,0.617889418,1.183109725,TimeView
184,4/15/2025 14:45,0.617889418,1.183109725,TimeView
185,4/15/2025 15:00,0.615863631,1.176812244,TimeView
186,4/15/2025 15:15,0.617889418,1.183109725,TimeView
187,4/15/2025 15:30,0.613837844,1.170527701,TimeView
188,4/15/2025 15:45,0.613837844,1.170527701,TimeView
189,4/15/2025 16:00,0.613837844,1.170527701,TimeView
190,4/15/2025 16:15,0.613837844,1.170527701,TimeView
191,4/15/2025 16:30,0.613837844,1.170527701,TimeView
192,4/15/2025 16:45,0.613837844,1.170527701,TimeView
193,4/15/2025 17:00,0.613837844,1.170527701,TimeView
194,4/15/2025 17:15,0.613837844,1.170527701,TimeView
195,4/15/2025 17:30,0.613837844,1.170527701,TimeView
196,4/15/2025 17:45,0.613837844,1.170527701,TimeView
197,4/15/2025 18:00,0.613837844,1.170527701,TimeView
198,4/15/2025 18:15,0.613837844,1.170527701,TimeView
199,4/15/2025 18:30,0.613837844,1.170527701,TimeView
200,4/15/2025 18:45,0.613837844,1.170527701,TimeView
201,4/15/2025 19:00,0.613837844,1.170527701,TimeView
202,4/15/2025 19:15,0.613837844,1.170527701,TimeView
203,4/15/2025 19:30,0.617889418,1.183109725,TimeView
204,4/15/2025 19:45,0.619915205,1.189420128,TimeView
205,4/15/2025 20:00,0.620928099,1.192580169,TimeView
206,4/15/2025 20:15,0.622953886,1.198909924,TimeView
207,4/15/2025 20:30,0.624979673,1.205252561,TimeView
208,4/15/2025 20:45,0.62700546,1.211608063,TimeView
209,4/15/2025 21:00,0.628018353,1.214790635,TimeView
210,4/15/2025 21:15,0.628018353,1.214790635,TimeView
211,4/15/2025 21:30,0.63004414,1.221165408,TimeView
212,4/15/2025 21:45,0.632069927,1.227553008,TimeView
213,4/15/2025 22:00,0.634095714,1.23395342,TimeView
214,4/15/2025 22:15,0.634095714,1.23395342,TimeView
215,4/15/2025 22:30,0.635108608,1.237158426,TimeView
216,4/15/2025 22:45,0.635108608,1.237158426,TimeView
217,4/15/2025 23:00,0.639160182,1.250010402,TimeView
218,4/15/2025 23:15,0.639160182,1.250010402,TimeView
219,4/15/2025 23:30,0.641185969,1.256455536,TimeView
220,4/15/2025 23:45,0.641185969,1.256455536,TimeView
221,4/16/2025,0.641185969,1.256455536,TimeView
222,4/16/2025 0:15,0.641185969,1.256455536,TimeView
223,4/16/2025 0:30,0.641185969,1.256455536,TimeView
224,4/16/2025 0:45,0.641185969,1.256455536,TimeView
225,4/16/2025 1:00,0.641185969,1.256455536,TimeView
226,4/16/2025 1:15,0.641185969,1.256455536,TimeView
227,4/16/2025 1:30,0.641185969,1.256455536,TimeView
228,4/16/2025 1:45,0.641185969,1.256455536,TimeView
229,4/16/2025 2:00,0.639160182,1.250010402,TimeView
230,4/16/2025 2:15,0.639160182,1.250010402,TimeView
231,4/16/2025 2:30,0.639160182,1.250010402,TimeView
232,4/16/2025 2:45,0.639160182,1.250010402,TimeView
233,4/16/2025 3:00,0.639160182,1.250010402,TimeView
234,4/16/2025 3:15,0.639160182,1.250010402,TimeView
235,4/16/2025 3:30,0.639160182,1.250010402,TimeView
236,4/16/2025 3:45,0.639160182,1.250010402,TimeView
237,4/16/2025 4:00,0.639160182,1.250010402,TimeView
238,4/16/2025 4:15,0.637134395,1.243578027,TimeView
239,4/16/2025 4:30,0.637134395,1.243578027,TimeView
240,4/16/2025 4:45,0.637134395,1.243578027,TimeView
241,4/16/2025 5:00,0.637134395,1.243578027,TimeView
242,4/16/2025 5:15,0.637134395,1.243578027,TimeView
243,4/16/2025 5:30,0.635108608,1.237158426,TimeView
244,4/16/2025 5:45,0.635108608,1.237158426,TimeView
245,4/16/2025 6:00,0.635108608,1.237158426,TimeView
246,4/16/2025 6:15,0.634095714,1.23395342,TimeView
247,4/16/2025 6:30,0.634095714,1.23395342,TimeView
248,4/16/2025 6:45,0.634095714,1.23395342,TimeView
249,4/16/2025 7:00,0.632069927,1.227553008,TimeView
250,4/16/2025 7:15,0.632069927,1.227553008,TimeView
251,4/16/2025 7:30,0.63004414,1.221165408,TimeView
252,4/16/2025 7:45,0.628018353,1.214790635,TimeView
253,4/16/2025 8:00,0.628018353,1.214790635,TimeView
254,4/16/2025 8:15,0.628018353,1.214790635,TimeView
255,4/16/2025 8:30,0.62700546,1.211608063,TimeView
256,4/16/2025 8:45,0.624979673,1.205252561,TimeView
257,4/16/2025 9:00,0.622953886,1.198909924,TimeView
258,4/16/2025 9:15,0.622953886,1.198909924,TimeView
259,4/16/2025 9:30,0.620928099,1.192580169,TimeView
260,4/16/2025 9:45,0.620928099,1.192580169,TimeView
261,4/16/2025 10:00,0.620928099,1.192580169,TimeView
262,4/16/2025 10:15,0.619915205,1.189420128,TimeView
263,4/16/2025 10:30,0.617889418,1.183109725,TimeView
264,4/16/2025 10:45,0.617889418,1.183109725,TimeView
265,4/16/2025 11:00,0.615863631,1.176812244,TimeView
266,4/16/2025 11:15,0.613837844,1.170527701,TimeView
267,4/16/2025 11:30,0.613837844,1.170527701,TimeView
268,4/16/2025 11:45,0.61282495,1.167390285,TimeView
269,4/16/2025 12:00,0.61282495,1.167390285,TimeView
270,4/16/2025 12:15,0.610799163,1.161125177,TimeView
271,4/16/2025 12:30,0.610799163,1.161125177,TimeView
272,4/16/2025 12:45,0.610799163,1.161125177,TimeView
273,4/16/2025 13:00,0.606747589,1.14863391,TimeView
274,4/16/2025 13:15,0.606747589,1.14863391,TimeView
275,4/16/2025 13:30,0.606747589,1.14863391,TimeView
276,4/16/2025 13:45,0.605734696,1.145519219,TimeView
277,4/16/2025 14:00,0.605734696,1.145519219,TimeView
278,4/16/2025 14:15,0.603708909,1.139299603,TimeView
279,4/16/2025 14:30,0.599657335,1.12689949,TimeView
280,4/16/2025 14:45,0.599657335,1.12689949,TimeView
281,4/16/2025 15:00,0.599657335,1.12689949,TimeView
282,4/16/2025 15:15,0.598644441,1.123807624,TimeView
283,4/16/2025 15:30,0.598644441,1.123807624,TimeView
284,4/16/2025 15:45,0.596618654,1.1176337,TimeView
285,4/16/2025 16:00,0.594592867,1.111472868,TimeView
286,4/16/2025 16:15,0.594592867,1.111472868,TimeView
287,4/16/2025 16:30,0.594592867,1.111472868,TimeView
288,4/16/2025 16:45,0.594592867,1.111472868,TimeView
289,4/16/2025 17:00,0.594592867,1.111472868,TimeView
290,4/16/2025 17:15,0.594592867,1.111472868,TimeView
291,4/16/2025 17:30,0.59256708,1.105325145,TimeView
292,4/16/2025 17:45,0.594592867,1.111472868,TimeView
293,4/16/2025 18:00,0.594592867,1.111472868,TimeView
294,4/16/2025 18:15,0.594592867,1.111472868,TimeView
295,4/16/2025 18:30,0.59256708,1.105325145,TimeView
296,4/16/2025 18:45,0.59256708,1.105325145,TimeView
297,4/16/2025 19:00,0.59256708,1.105325145,TimeView
298,4/16/2025 19:15,0.594592867,1.111472868,TimeView
299,4/16/2025 19:30,0.594592867,1.111472868,TimeView
300,4/16/2025 19:45,0.594592867,1.111472868,TimeView
301,4/16/2025 20:00,0.596618654,1.1176337,TimeView
302,4/16/2025 20:15,0.596618654,1.1176337,TimeView
303,4/16/2025 20:30,0.596618654,1.1176337,TimeView
304,4/16/2025 20:45,0.596618654,1.1176337,TimeView
305,4/16/2025 21:00,0.596618654,1.1176337,TimeView
306,4/16/2025 21:15,0.596618654,1.1176337,TimeView
307,4/16/2025 21:30,0.598644441,1.123807624,TimeView
308,4/16/2025 21:45,0.598644441,1.123807624,TimeView
309,4/16/2025 22:00,0.596618654,1.1176337,TimeView
310,4/16/2025 22:15,0.598644441,1.123807624,TimeView
311,4/16/2025 22:30,0.596618654,1.1176337,TimeView
312,4/16/2025 22:45,0.598644441,1.123807624,TimeView
313,4/16/2025 23:00,0.598644441,1.123807624,TimeView
314,4/16/2025 23:15,0.598644441,1.123807624,TimeView
315,4/16/2025 23:30,0.598644441,1.123807624,TimeView
316,4/16/2025 23:45,0.598644441,1.123807624,TimeView
317,4/17/2025,0.598644441,1.123807624,TimeView
318,4/17/2025 0:15,0.599657335,1.12689949,TimeView
319,4/17/2025 0:30,0.599657335,1.12689949,TimeView
320,4/17/2025 0:45,0.599657335,1.12689949,TimeView
321,4/17/2025 1:00,0.599657335,1.12689949,TimeView
322,4/17/2025 1:15,0.599657335,1.12689949,TimeView
323,4/17/2025 1:30,0.599657335,1.12689949,TimeView
324,4/17/2025 1:45,0.599657335,1.12689949,TimeView
325,4/17/2025 2:00,0.599657335,1.12689949,TimeView
326,4/17/2025 2:15,0.599657335,1.12689949,TimeView
327,4/17/2025 2:30,0.599657335,1.12689949,TimeView
328,4/17/2025 2:45,0.599657335,1.12689949,TimeView
329,4/17/2025 3:00,0.599657335,1.12689949,TimeView
330,4/17/2025 3:15,0.599657335,1.12689949,TimeView
331,4/17/2025 3:30,0.599657335,1.12689949,TimeView
332,4/17/2025 3:45,0.598644441,1.123807624,TimeView
333,4/17/2025 4:00,0.599657335,1.12689949,TimeView
334,4/17/2025 4:15,0.599657335,1.12689949,TimeView
335,4/17/2025 4:30,0.599657335,1.12689949,TimeView
336,4/17/2025 4:45,0.598644441,1.123807624,TimeView
337,4/17/2025 5:00,0.598644441,1.123807624,TimeView
338,4/17/2025 5:15,0.598644441,1.123807624,TimeView
339,4/17/2025 5:30,0.598644441,1.123807624,TimeView
340,4/17/2025 5:45,0.596618654,1.1176337,TimeView
341,4/17/2025 6:00,0.594592867,1.111472868,TimeView
342,4/17/2025 6:15,0.596618654,1.1176337,TimeView
343,4/17/2025 6:30,0.59256708,1.105325145,TimeView
344,4/17/2025 6:45,0.591554186,1.102256204,TimeView
345,4/17/2025 7:00,0.591554186,1.102256204,TimeView
346,4/17/2025 7:15,0.591554186,1.102256204,TimeView
347,4/17/2025 7:30,0.589528399,1.096128176,TimeView
348,4/17/2025 7:45,0.589528399,1.096128176,TimeView
349,4/17/2025 8:00,0.587502612,1.090013298,TimeView
350,4/17/2025 8:15,0.587502612,1.090013298,TimeView
351,4/17/2025 8:30,0.587502612,1.090013298,TimeView
352,4/17/2025 8:45,0.585476825,1.083911589,TimeView
353,4/17/2025 9:00,0.585476825,1.083911589,TimeView
354,4/17/2025 9:15,0.584463932,1.080865677,TimeView
355,4/17/2025 9:30,0.584463932,1.080865677,TimeView
356,4/17/2025 9:45,0.582438145,1.074783752,TimeView
357,4/17/2025 10:00,0.582438145,1.074783752,TimeView
358,4/17/2025 10:15,0.582438145,1.074783752,TimeView
359,4/17/2025 10:30,0.580412358,1.068715037,TimeView
360,4/17/2025 10:45,0.578386571,1.06265955,TimeView
361,4/17/2025 11:00,0.577373677,1.059636772,TimeView
362,4/17/2025 11:15,0.577373677,1.059636772,TimeView
363,4/17/2025 11:30,0.57534789,1.05360116,TimeView
364,4/17/2025 11:45,0.57534789,1.05360116,TimeView
365,4/17/2025 12:00,0.57534789,1.05360116,TimeView
366,4/17/2025 12:15,0.57534789,1.05360116,TimeView
367,4/17/2025 12:30,0.573322103,1.047578819,TimeView
368,4/17/2025 12:45,0.573322103,1.047578819,TimeView
369,4/17/2025 13:00,0.571296316,1.041569767,TimeView
370,4/17/2025 13:15,0.573322103,1.047578819,TimeView
371,4/17/2025 13:30,0.571296316,1.041569767,TimeView
372,4/17/2025 13:45,0.571296316,1.041569767,TimeView
373,4/17/2025 14:00,0.569270529,1.035574022,TimeView
374,4/17/2025 14:15,0.568257635,1.032581145,TimeView
375,4/17/2025 14:30,0.568257635,1.032581145,TimeView
376,4/17/2025 14:45,0.568257635,1.032581145,TimeView
377,4/17/2025 15:00,0.568257635,1.032581145,TimeView
378,4/17/2025 15:15,0.568257635,1.032581145,TimeView
379,4/17/2025 15:30,0.568257635,1.032581145,TimeView
380,4/17/2025 15:45,0.566231848,1.026605393,TimeView
381,4/17/2025 16:00,0.566231848,1.026605393,TimeView
382,4/17/2025 16:15,0.566231848,1.026605393,TimeView
383,4/17/2025 16:30,0.564206061,1.020642992,TimeView
384,4/17/2025 16:45,0.562180274,1.01469396,TimeView
385,4/17/2025 17:00,0.562180274,1.01469396,TimeView
386,4/17/2025 17:15,0.562180274,1.01469396,TimeView
387,4/17/2025 17:30,0.562180274,1.01469396,TimeView
388,4/17/2025 17:45,0.562180274,1.01469396,TimeView
389,4/17/2025 18:00,0.562180274,1.01469396,TimeView
390,4/17/2025 18:15,0.562180274,1.01469396,TimeView
391,4/17/2025 18:30,0.561167381,1.011724464,TimeView
392,4/17/2025 18:45,0.561167381,1.011724464,TimeView
393,4/17/2025 19:00,0.561167381,1.011724464,TimeView
394,4/17/2025 19:15,0.559141594,1.005795519,TimeView
395,4/17/2025 19:30,0.559141594,1.005795519,TimeView
396,4/17/2025 19:45,0.559141594,1.005795519,TimeView
397,4/17/2025 20:00,0.559141594,1.005795519,TimeView
398,4/17/2025 20:15,0.557115807,0.99987999,TimeView
399,4/17/2025 20:30,0.55509002,0.993977893,TimeView
400,4/17/2025 20:45,0.55509002,0.993977893,TimeView
401,4/17/2025 21:00,0.55509002,0.993977893,TimeView
402,4/17/2025 21:15,0.55509002,0.993977893,TimeView
403,4/17/2025 21:30,0.554077126,0.991031887,TimeView
404,4/17/2025 21:45,0.554077126,0.991031887,TimeView
405,4/17/2025 22:00,0.554077126,0.991031887,TimeView
406,4/17/2025 22:15,0.554077126,0.991031887,TimeView
407,4/17/2025 22:30,0.552051339,0.985149973,TimeView
408,4/17/2025 22:45,0.552051339,0.985149973,TimeView
409,4/17/2025 23:00,0.552051339,0.985149973,TimeView
410,4/17/2025 23:15,0.552051339,0.985149973,TimeView
411,4/17/2025 23:30,0.552051339,0.985149973,TimeView
412,4/17/2025 23:45,0.547999765,0.973426601,TimeView
413,4/18/2025,0.547999765,0.973426601,TimeView
414,4/18/2025 0:15,0.547999765,0.973426601,TimeView
415,4/18/2025 0:30,0.547999765,0.973426601,TimeView
416,4/18/2025 0:45,0.547999765,0.973426601,TimeView
417,4/18/2025 1:00,0.547999765,0.973426601,TimeView
418,4/18/2025 1:15,0.546986871,0.970504199,TimeView
419,4/18/2025 1:30,0.546986871,0.970504199,TimeView
420,4/18/2025 1:45,0.550025552,0.979281539,TimeView
421,4/18/2025 2:00,0.546986871,0.970504199,TimeView
422,4/18/2025 2:15,0.542935297,0.95884843,TimeView
423,4/18/2025 2:30,0.544961084,0.964669543,TimeView
424,4/18/2025 2:45,0.544961084,0.964669543,TimeView
425,4/18/2025 3:00,0.544961084,0.964669543,TimeView
426,4/18/2025 3:15,0.544961084,0.964669543,TimeView
427,4/18/2025 3:30,0.542935297,0.95884843,TimeView
428,4/18/2025 3:45,0.54090951,0.953040881,TimeView
429,4/18/2025 4:00,0.54090951,0.953040881,TimeView
430,4/18/2025 4:15,0.539896617,0.950142198,TimeView
431,4/18/2025 4:30,0.539896617,0.950142198,TimeView
432,4/18/2025 4:45,0.53787083,0.944355029,TimeView
433,4/18/2025 5:00,0.53787083,0.944355029,TimeView
434,4/18/2025 5:15,0.53787083,0.944355029,TimeView
435,4/18/2025 5:30,0.535845043,0.938581471,TimeView
436,4/18/2025 5:45,0.533819256,0.932821542,TimeView
437,4/18/2025 6:00,0.533819256,0.932821542,TimeView
438,4/18/2025 6:15,0.532806362,0.929946696,TimeView
439,4/18/2025 6:30,0.530780575,0.924207249,TimeView
440,4/18/2025 6:45,0.528754788,0.918481481,TimeView
441,4/18/2025 7:00,0.528754788,0.918481481,TimeView
442,4/18/2025 7:15,0.528754788,0.918481481,TimeView
443,4/18/2025 7:30,0.526729001,0.912769411,TimeView
444,4/18/2025 7:45,0.526729001,0.912769411,TimeView
445,4/18/2025 8:00,0.526729001,0.912769411,TimeView
446,4/18/2025 8:15,0.526729001,0.912769411,TimeView
447,4/18/2025 8:30,0.525716107,0.909918519,TimeView
448,4/18/2025 8:45,0.525716107,0.909918519,TimeView
449,4/18/2025 9:00,0.525716107,0.909918519,TimeView
450,4/18/2025 9:15,0.525716107,0.909918519,TimeView
451,4/18/2025 9:30,0.52369032,0.904227034,TimeView
452,4/18/2025 9:45,0.52369032,0.904227034,TimeView
453,4/18/2025 10:00,0.519638746,0.892885326,TimeView
454,4/18/2025 10:15,0.519638746,0.892885326,TimeView
455,4/18/2025 10:30,0.519638746,0.892885326,TimeView
456,4/18/2025 10:45,0.519638746,0.892885326,TimeView
457,4/18/2025 11:00,0.519638746,0.892885326,TimeView
458,4/18/2025 11:15,0.517612959,0.887235144,TimeView
459,4/18/2025 11:30,0.517612959,0.887235144,TimeView
460,4/18/2025 11:45,0.516600066,0.88441523,TimeView
461,4/18/2025 12:00,0.517612959,0.887235144,TimeView
462,4/18/2025 12:15,0.517612959,0.887235144,TimeView
463,4/18/2025 12:30,0.517612959,0.887235144,TimeView
464,4/18/2025 12:45,0.517612959,0.887235144,TimeView
465,4/18/2025 13:00,0.517612959,0.887235144,TimeView
466,4/18/2025 13:15,0.517612959,0.887235144,TimeView
467,4/18/2025 13:30,0.517612959,0.887235144,TimeView
